texte,AVIS,RECLAMATION,SUGGESTION,EXPERIENCE,source,valide_humain
"Bonjour, j'ai une montre Honor Band 5 et merci de l'avoir ajouté dans les choix. Il y a un autre petit problème, la connexion se perd tout le temps entre la montre et l'application. Pas moyen d'avoir d'historique. Merci!!",0,1,1,0,dataset_apia2022,1
Très chouette...,1,0,0,0,dataset_apia2022,1
Ne fonctionne pas avec Samsung S30 FE.....ne connecte pas ma montre . Donc inutile....,0,1,0,0,dataset_apia2022,1
Super application après mise à jour et synchronisation avec la montre.,1,0,0,1,dataset_apia2022,1
Je ne comprends pas pourquoi on ne peut créer des playlists que par ordre alphabétique impossible de choisir l'emplacement des chansons c'est complètement ahurissant...!!!! Si j'avais su ça jamais j'aurai acheté la watch gt 2,0,0,1,0,dataset_apia2022,1
Vraiment un bon suivis quotidien! Tout est bien noté et clair Je recommande vraiment,1,0,0,1,dataset_apia2022,1
De la grosse daube appli bugg tout le temps ... Et la GT 2 a part être jolie elle sert a rien les prise de rythme cardiaque ne marchent jamais . Bref,0,1,0,0,dataset_apia2022,1
2 étoiles de perdu car il est dommage que l'on ne puisse pas sélectionner la source du compteur de pas.,1,0,1,0,dataset_apia2022,1
"Application qui permet un bon suivi de l'activité physique, mais qui ne peut tout simplement pas s'ouvrir si l'on n'est pas connecté à une 4g ou wifi. Très difficile voire impossible d'obtenir le gps à partir de ma montre band 4 pro malgré l'attente. Message d'erreur de mise à jour, pourtant effectuées depuis l'appli.",0,1,0,1,dataset_apia2022,1
"Pour tous ceux pour qui la connection ne fonctionne plus, telechargez le appgallery apk sur le site uptodown. Vous l'installez, et vous le lancez. C'est le playstore de Huawei. Vous cherchez huawei health dans appgallery et vous installez la mise à jour. Pensez à réinitialiser votre montre ou bracelet et puis ça refonctionnera.",0,1,0,1,dataset_apia2022,1
Appareil non pris en charge watch gt 2e 628. Quoi faire ?,0,1,0,0,dataset_apia2022,1
"I did not understand why this app didn't use the HR monitor built in the huawei watch ? At least during running sessions ? Compare to runtastic with the HR belt, huawei health is very limited. Please use the functionalities of your own product",0,0,1,0,dataset_apia2022,1
"GT2e Suivi GPS souvent erronée. Ne prend en compte que calories dépensé en activité et pas quand vous faites rien, alors que le corps depense continuellement des calories...",0,1,1,0,dataset_apia2022,1
"Elle est parfaite, le seul bémol est de ne pas pouvoir extraire les fichiers des sorties cyclisme ou course à pied en GPX. Afin de les synchroniser a d'autre logiciel.c'est pour cela que j'enlève 2 étoiles.",1,0,1,0,dataset_apia2022,1
Impossible d installer sur un Samsung Bien que cest marqué qu on peit le télécharger sur android mais en réalité je n arrive pas à l installer,0,1,0,0,dataset_apia2022,1
"L'application était bien, mais ne fonctionne plus sans savoir pourquoi, depuis quelques jours et pas de retour du service d'aide 😬",0,1,0,0,dataset_apia2022,1
"Bonjour, Convient bien. Par contre à quand la possibilité de cumuler plusieurs montres/bracelets ?",1,0,1,0,dataset_apia2022,1
Plus possible de charger de nouveaux cadrans,0,1,0,0,dataset_apia2022,1
Très pratique et assez complet,1,0,0,0,dataset_apia2022,1
"Manque la personnalisation des données lors de l'exercice (vitesse en km/h, changement des indicateurs...)",0,0,1,0,dataset_apia2022,1
Pas top avec la nouvelle version ! 😢 Impossible de faire une course à pieds sans définir un objectif de distance et un plan d'entraînement. Impossible de faire un parcours en libre.! 😁,0,0,1,0,dataset_apia2022,1
Work on it,1,0,0,0,dataset_apia2022,1
L'application montre message d'errur non stop avec samsung,0,1,0,0,dataset_apia2022,1
Honor band 5. Application sympathique mais bug pour le rythme cardiaque qui ne s'enregistre pas. Donc aucun visuel pour une tendance notamment lors d'une activité physique. Une solution?,1,1,0,0,dataset_apia2022,1
Bug depuis des mois ce qui m'empêche d'utiliser ma montre connectée !,0,1,0,0,dataset_apia2022,1
L'appli détecte la présence d'une version plus récente mais la MAJ commence sans pouvoir se terminer ! La plupart des fonctions ne marchent plus depuis qu'une MAJ a changé l'appli fin juillet. Pas de réponse de développeurs pour régler les problèmes...! Affligeant !,0,1,0,0,dataset_apia2022,1
Dommage qu'il ne soit pas possible de modifier les données enregistrées lorsque je le prête à mon amoureux,0,0,1,0,dataset_apia2022,1
Bien et fonctionnel. Il me manque quelques éléments pour mettre 5 étoiles,1,0,1,0,dataset_apia2022,1
Génial pour le cardio. J'aimerai juste pouvoir rajouter manuellement le taux de muscles lors des pesés.,0,0,1,1,dataset_apia2022,1
Impossible de changer les cadrans via l'application,0,1,0,0,dataset_apia2022,1
"On continue de recevoir notifications sur gt2e même si mode DND est activé sur téléphone, illogique! Il faut donc programmer un autre mode DND sur montre, mais dans ce cas la fonctionnalité de lever la main pour afficher l'heure se désactive ! J'ai donc désactivé carrément les notifications, mais même dans ce cas les notifications d'appel ne se désactivent pas sur la montre elle continue à vibrer si appel! J'ai donc désactivé vibreur mais dans ce cas la montre ne vibre pas lors d'une alarme ?!",0,0,1,1,dataset_apia2022,1
Je ne peux pas me connecter à mon compte ce qui rends l'application inutile.,0,1,0,0,dataset_apia2022,1
Super aplication,1,0,0,0,dataset_apia2022,1
"Super appli, simple, Claire, complète pour les montres connectées Huawei (ou Honor), les balances connectées Huawei. Suivi des entraînements très bien fait.",1,0,0,1,dataset_apia2022,1
"Bonne appli dans l""ensemble, difficile d""exporter les données.",1,0,1,0,dataset_apia2022,1
Très bonne appli sport juste une déception sur la comptabilisation du sommeil qui fonctionnait au début mais plus maintenant malgré les mises à jour dommage,1,1,0,0,dataset_apia2022,1
Depuis la mise à jour j'ai désinstaller et réinstaller non seulement on perd tout et il faut faire que ça désinstaller et réinstaller j'en ai marre désinstaller définitivement,0,1,0,0,dataset_apia2022,1
Les messages s'affichent en retard,0,1,0,0,dataset_apia2022,1
Je n'ai jamais vu une telle application. Impossible d'associer mon bracelet à mon téléphone.,0,1,0,0,dataset_apia2022,1
Pour le moment je suis pleinement satisfaite de l'application mais cela ne fait même pas une semaine que je l'utilise. A voir dans le temps si je trouve des choses à redire 😉.,1,0,0,0,dataset_apia2022,1
Cela fait 6 mois que j'ai la montre et elle ne tient déjà plus la charge sans en plus faire d'activité particulière. Je ne sais pas si c'est depuis que j'ai mon nouveau téléphone (redmi note 9s) et s'il y a un souci de communication entre les 2 mais avec 100% de batterie je tiens seulement 2 jours alors qu'il est annoncé 14 jours au départ : je pense sérieusement vous renvoyer la montre. J'ai désactivé tous les rappels pour info et je ne parle même pas de pouvoir exercer une activité physique.,0,1,0,1,dataset_apia2022,1
Ne fonctionne pas,0,1,0,0,dataset_apia2022,1
Merci beaucoup pour votre aide.,1,0,0,0,dataset_apia2022,1
"Super appli, Merci",1,0,0,0,dataset_apia2022,1
Bien pratique pour l installation de la montre,0,0,0,1,dataset_apia2022,1
Ce qui est dommage c'est que l'application ce déconnecte assez vite de la montre même si celle-ci est juste à côté.,0,1,0,0,dataset_apia2022,1
Bon application,1,0,0,0,dataset_apia2022,1
Application complète !,1,0,0,0,dataset_apia2022,1
Montre Huawei gt 2 sa ne marche pas avec Samsung S10+ merddddd trist,0,1,0,0,dataset_apia2022,1
"Bonne lisibilité, agréable à consulter. Pour le moment il est trop tôt pour avoir une vue sur une période à plus long terme. Je ne possède le programme que depuis une semaine.",0,0,0,1,dataset_apia2022,1
Bonjour application presque parfaite manque quelques raccourcis au niveau de la montre démarrage d'exercices pour la marche à pied la longueur du pas pouvoir désactiver le mode sommeil qui pour moi ne me sert pas,1,0,1,0,dataset_apia2022,1
Bug ! Inutilisable !!,0,1,0,0,dataset_apia2022,1
Connecté avec une gt2 pro aucun problèmes,0,0,0,1,dataset_apia2022,1
"Bon fonctionnement avec un bracelet Honor 3. Manque le paramétrage de la longueur des pas, ainsi que la possibilité de naviguer au sein d'un domaine par exemple rythme cardiaque en mode année en cliquant une le mois aller dans le détail du mois, puis la semaine et enfin le jour sans avoir à faire défiler des dizaines ou des centaines de jours. Merci de prendre en compte ces évolutions.",0,0,1,1,dataset_apia2022,1
Top bien comme applis,1,0,0,0,dataset_apia2022,1
Simple à utiliser,1,0,0,0,dataset_apia2022,1
Pas de test de stress possible depuis 3 j plus d analyse de sommeil pb au niveau du transfert de données ?,0,1,0,0,dataset_apia2022,1
Luxe,1,0,0,0,dataset_apia2022,1
"Bien mais quid des entraînements en salle. Je souhaiterais pouvoir suivre une activité qui n'est ni course ni vélo ni nage. Par exemple surf, kitesurfing, entraînement en salle, avec ce petit complément l'appli pourrait passer à 5 étoiles.",1,0,1,0,dataset_apia2022,1
Un gros bug concernant la synchronisation du sommeil.,0,1,0,0,dataset_apia2022,1
"Typiquement ""qualité"" chinoise - pour la poubelle.",1,0,0,0,dataset_apia2022,1
Fuyez !!!! La montre est obsolète elle ne vous servira à rien!! L'application présente de nombreux beugue rendant la montre inutilisable.( la raison des desacords entre la Chine et les états unis)Acheté chez boulanger je vais m'y rendre prochainement. HONTEUX. GROSSE ARNAQUE,1,1,0,0,dataset_apia2022,1
On n'a pas accès à tous les fonctions donc c'est un peu pénible fonction stress ça ne marche pas. On ne peut pas non plus accéder aux fonctions personnelles on ne peut rien rentrer en fait.,0,1,0,0,dataset_apia2022,1
"Bonjour, sur l'appli Santé, comment mettre une voix en français pour l'annonce des kilomètres. Merci.",0,0,1,0,dataset_apia2022,1
"04/08/2020 Comment mettre nos propre cadrans ? Je modifierai le nombre d'étoiles quand je pourrais le faire, et faut revoir l'activité du sommeil levé à 4h pour bossé a 7h il m'on compter sommeil jusque 8h qu'alors j'étais au volant... 15/10/2020 Abusé il y a 1 mois il y avait quelque modèle mais gratuit la une vingtaine sortent en même temps et sont tous payant !!! Dommage vous avez rien compris comment attirer les consommateurs.... 17/11/2020 De pire en pire tout les cadrans son payant...",1,1,1,0,dataset_apia2022,1
"Comptabilisé les pas correctement mais cela ne s'affiche pas sur les courbes d'évolution, les médailles ne se débloquent pas, l'elevation n'est jamais comptabilisé, impossible d'ajouter une activité manuellement",0,1,1,0,dataset_apia2022,1
Je l'ai depuis 3 jour et jusqu'à maintenant je suis très satisfait,1,0,0,0,dataset_apia2022,1
Décalage entre le portable et la montre,0,1,0,0,dataset_apia2022,1
je,1,0,0,0,dataset_apia2022,1
"L'application est impossible à télécharger sur le Play Store, il faut passer par l'app gallery de Huawei sur le navigateur. Si ce n'était que ça... Mais mon bracelet connecté Honor est impossible à associer depuis l'application, et mon téléphone est de la marque Honor. Quand j'essaie d'appuyer sur ""associer"" une page s'ouvre et se ferme automatiquement. Je modifierai volontier mon avis une fois le problème réglé.",0,1,0,1,dataset_apia2022,1
The best sport app ever,1,0,0,0,dataset_apia2022,1
Problème de puis la dernière mise à jour pas de synchronisation possible...gps indisponible...😤,0,1,0,0,dataset_apia2022,1
Tout fonctionnait jusqu'à la mise à jour de l'appli. J'ai une Huawei fit Neuve c'est vous dire mon désarroi ! Merci de me tenir au courant quand vous aurez corriger ce BEUG,1,1,0,0,dataset_apia2022,1
Appli top,1,0,0,0,dataset_apia2022,1
Des semaines d'enregistrement de perdues parce qu'elles ne sont pas synchronisées... L'appareil se déconnecte tout seul et fréquemment de mon Xperia ! Payé pour une montre qui ne fonctionne qu'à moitié et qu'en plus son appli bug... Franchement je suis déçue. La synchro avec google fit ne marche pas toujours et personnellement je ne vois pas l'intérêt de la porter si elle ne conserve rien ?,1,1,0,0,dataset_apia2022,1
J'adore bémol la voix parle que anglais,1,0,1,0,dataset_apia2022,1
"Impossible de mettre à jour les appareils, pour moi honor band 4 pro sur samsung",0,1,0,0,dataset_apia2022,1
Fantastique,1,0,0,0,dataset_apia2022,1
très pratique,1,0,0,0,dataset_apia2022,1
Application très sérieuse et n'ayant aucun inconvénient. Pas de pub qui dérange. Bravo,1,0,0,1,dataset_apia2022,1
Fonctionne parfaitement.,1,0,0,0,dataset_apia2022,1
"Belle appli utilisée avec le honor band 4, dommage pas de synchro cardiaque avec Google Fit, et s'il vous plait ajoutezles autres activités reconnu par Google Fit cela serai parfait !!!! Maintenant je posedsde le honor band 5, parfait plus d'activités mais plus de synchro de ses dernières avec Google Fit....",0,0,1,1,dataset_apia2022,1
"Impossible de synchroniser le sommeil, cela fait bientôt 1 mois que sa dure!!!",0,1,0,0,dataset_apia2022,1
"Depuis la nouvelle mise à jour gros beugue avec ma montre connecté !! Aucun accès au cadran, connexion à revoir etc tellement déçus...",0,1,0,0,dataset_apia2022,1
Pas de Mise À Jour depuis 15 juillet 2020 !!!Cette application propose de télécharger un fichier APK qui n'est pas sûr ??? Merci d'actualiser le play store Android !,0,0,1,0,dataset_apia2022,1
L application ne fonctionne pas régulièrement. Il faut souvent l'enlever et la remettre,0,1,0,0,dataset_apia2022,1
Amazing,1,0,0,0,dataset_apia2022,1
"Bug Bug, l'application ne s'ouvre pas correctement !?",0,1,0,0,dataset_apia2022,1
Pas adaptée pour tapis de course. Cette application ne fonctionne pas du tout avec la montre Huawei utilisée sur un tapis de course intérieur. On court 20 minutes à 8 km et la montre propose une distance maxi de 1.5km........ distance qui n'est pas modifiable dans l application. Donc totalement inutile pour le suivi d'activité de ceux qui courent sur tapis.,0,1,1,0,dataset_apia2022,1
On tourne en rond tout simplement impossible de mettre une appli à jour,0,1,0,0,dataset_apia2022,1
"Nombre de pas semble approximative,la vibration est trop faible",0,0,0,1,dataset_apia2022,1
"Nul,impossible de connecté la montre,quand on met ""associer"" sa charge 0,5 sec et sa se remet en mode recherche. Bref je déconseille.",1,1,0,0,dataset_apia2022,1
"Instable, synchro aléatoire, dernière Màj +18 mois, bug fonction achats, bug mise à jour, version plus ancienne sur l'espace Huawei que sur playstore, elle même plus ancienne que la version installée, coupures bt, autorisations démesurées sur le compte, bug affichant du code source en protection de données. Finit par fonctionner. Analyses des données intéressantes. Coordonnées postale du développeur non conforme, tout comme les échanges avec le système... Huawei reste dans son monde, quoi ! 😕😟",0,1,1,0,dataset_apia2022,1
"Nécessiterait de pouvoir se connecter à beaucoup plus d'applications tierces afin de pouvoir synthétiser les différentes informations (poids, entraînements,...)",0,0,1,0,dataset_apia2022,1
Impossible de connecté ma montre rien à faire,0,1,0,0,dataset_apia2022,1
"Bonne appli, juste souci avec la synchro de l'alarme entre mon honor 10 et ma honor band 4...",1,1,0,0,dataset_apia2022,1
C'était mieux avant.,1,0,0,0,dataset_apia2022,1
"Lorsque je rentre des données (mon poids, ma taille, mon âge), l'application ne les garde pas en mémoire. Impossible de les sauvegarder. Pas de synchronisation entre la montre et l'application concernant par exemple le nombre de pas (tous les pas enregistrés par ma montre ne figurent pas dans le nombre total de pas sur l'application). Pour la météo sur ma montre, je n'arrive pas à avoir la météo (au début, j'avais la météo d'une ville que je ne connaissais même pas et maintenant, plus rien).",0,1,0,0,dataset_apia2022,1
Application de suivie relative à la santé. Podomètre précis. Des objectifs réguliers et non désobligeantes. 5 STARS,1,0,0,1,dataset_apia2022,1
J'ai essayé plusieurs fois d'associé l'application avec ma GT 2 pro mais l'application n'a pas arrivé à télécharger la mise à jour pour la détecte,0,1,0,0,dataset_apia2022,1
"Application qui comporte des lacunes, notamment absence de dénivelé qui est pourtant essentiel. Les montres huawei obligent à passer par l'appli sans même pouvoir exporter les gpx, hallucinant !",0,0,1,1,dataset_apia2022,1
👍❤️,1,0,0,0,dataset_apia2022,1
"On ne peut plus télécharger de cadran de montre, ça reste sur une plage blanche! Merci de corriger ça",0,1,0,0,dataset_apia2022,1
Bonne application par contre l'élévation ( dénivelé ) ne fonctionne pas malgré le fait de monter des escaliers Depuis la dernière mise à jour ne fonctionne plus avec ma montre connectée band 2 pro,1,1,0,0,dataset_apia2022,1
Appli intéressante mais depuis la dernière maj gros pb de bluetooth et Huawei ne fait rien. Dommage car la montre en devient basique... (on lit juste l'heure...),1,1,0,0,dataset_apia2022,1
"Dommage, d'acheter un Huawei brand 2 pro pour qu'elle ne soit pas compatible avec l'application.",1,1,0,0,dataset_apia2022,1
On ne peut plus accéder au cadran,0,1,0,0,dataset_apia2022,1
"Depuis que j'ai changé de mobile,je ne peux plus faire fonctionner ma montre Gt, je suis très déçu, impossible de créer un nouveau compte avec mon nouveau numéro de téléphone. Je n'ai que mes yeux pour pleurer ! Je peux même pas lire l'heure car j'ai réinitialiser la montre.",0,1,0,0,dataset_apia2022,1
Décevant.... j'adore la montre mais l'application est totalement nulle......les messages ne sont pas notifiés sur la montre et les appels non plus. Il faut désinstaller et ré installer....pour avoir la totalité des choses annoncées mais ça ne dure pas Très décevante,1,1,0,0,dataset_apia2022,1
Effectivement dommage que le nombre de pas sois additionner entre le téléphone et la montre et que l'on ne puisse pas choisir et aussi il manque des mises à jour en français ainsi que les aides ne sont pas en français non plus,0,1,1,0,dataset_apia2022,1
Comment ajouter des photos a l aplication ?,0,0,1,0,dataset_apia2022,1
"J ai une Huawei bande 4 pro. Difficulté à me connecter et q synchroniser la montre. Bug depuis la dernière mise à jour, Impossible d utiliser la fonction Spo2.",0,1,0,0,dataset_apia2022,1
Application complète. Le top,1,0,0,0,dataset_apia2022,1
Superbe application. Je le conseille,1,0,0,0,dataset_apia2022,1
"J ai recu ma montre Huawei watch fit ce jour avec la balance connectée scale 3 Ok soucis pour appairer la montre par contre la balance n est pas proposée donc aucune connexion est possible Quel dommage, vivement la mise à jour avec les dernières balances connectées pour enfin l utiliser",0,1,0,0,dataset_apia2022,1
Depuis la dernière mise à jour l'application s'ouvre une fois sur 3 ou 4,0,1,0,0,dataset_apia2022,1
Trop peu de montres connectées reconnues !!!,0,0,1,0,dataset_apia2022,1
Je n'arrive pas à ouvrir l'application sur mon Galaxy note 9 et à connecter ma montre par la même occasion...,0,1,0,0,dataset_apia2022,1
"Ce n'est pas vraiment au point, cette appli pourrait être génial, seulement pas mal de bug, par exemple quand on veut rafraichir l'appli dans la journée, car le nombre de pas n'est pas totalement comptabilisé sur l'appli par rapport à la montre, les cadrans aussi impossible d'y accéder pour que je puisse m'en télécharger d'autres....",1,1,0,0,dataset_apia2022,1
Une très bonne application couplée à une gt2. Beaucoup de faces gratuites Informations partout dans l'application Des conseils au top !!!! Merci huawei,1,0,0,1,dataset_apia2022,1
mise à jour qui m'a fait perdre tout mes données,0,1,0,0,dataset_apia2022,1
Pas assez précis,1,0,0,0,dataset_apia2022,1
"Depuis quelques temps l'application ne met plus à jour mes pas, j'ai donc des journées avec 0 pas alors que j'en ai 7000 sur une autre application...",0,1,0,0,dataset_apia2022,1
"bonjour, pour moi il manque la possibilité d'ajouter des activités (escalade, ski, aviron etc.) et d'avoir les déniveler associer à une band 3 pros.après les temps de sommeil semble aléatoire on dort quand on lit regarde la tele ou autres activité calme. il manque la supression automatique des notification deja lut sur le smartphone sinon pour moi ma montre ce synchronise bien avec avec l'apk les donne sont a jour.",0,1,1,0,dataset_apia2022,1
J'aime beaucoup cette montre mais depuis deux jours il ne synchronise plus mes pas venant de la montre mais seulement si je marche avec mon téléphone. Ce que je ne fais pas tout le temps évidemment. Que ce passe-t-il ? Merci.,0,1,0,0,dataset_apia2022,1
Très cool et motivant. 😍😍🤩🙏,1,0,0,0,dataset_apia2022,1
Je donne quatre (4) étoiles car tres utiles et fun... Améliorez encore pour plus de possibilités. ❤️❤️,1,0,0,0,dataset_apia2022,1
Parfait 👌,1,0,0,0,dataset_apia2022,1
Impossible de consulter le détail de la marche à pied depuis la nouvelle maj,0,1,0,0,dataset_apia2022,1
Supo,1,0,0,0,dataset_apia2022,1
bien assurer et les donnees son fiable,0,0,0,1,dataset_apia2022,1
Je me sers pas Encore de la totalité de l'appli mais j'aime bien,1,0,0,0,dataset_apia2022,1
"Plus d'1 an que je l'ai sans que les bugs n'aient été corrigés : les réglages rythme cardiaque ne sont pas préservés, l'âge non plus, les résultats des exercices ne sont pas alignés sur les données cœur/âge.",0,1,0,0,dataset_apia2022,1
"A quand l'association des montres connectées Samsung ? On ne peut pas profiter des entraînements si on n'a pas d'objets dans l'environnement huawei, c'est dommage !",1,0,1,0,dataset_apia2022,1
"Il y a eu une mise à jour, et je crois qu'il y a un problème entre le nombre de pas et les calories...il m'invente des pas et du coup des calories perdues aussi... Merci de vérifier. Sinon l'application est top",0,1,0,0,dataset_apia2022,1
Impossible de connecter ma montte fossil,0,1,0,0,dataset_apia2022,1
C'est bien les maj qui fonctionnent,0,0,0,1,dataset_apia2022,1
J'ai de gros problème avec cette application. Mon analyse de sommeil ne se visualise pas... Ça devient une application inutile. Je pense sérieusement de changer avec les produits Xiaomi,0,1,0,0,dataset_apia2022,1
Appli instable.,1,0,0,0,dataset_apia2022,1
Excellente application !,1,0,0,0,dataset_apia2022,1
Fonctionne de nouveau très bien depuis la maj. Fini la longue attente de l'ouverture de l'application.,0,0,0,1,dataset_apia2022,1
Montre pas fiable niveau temps gps et cardiaque!!,0,1,0,0,dataset_apia2022,1
🔝,1,0,0,0,dataset_apia2022,1
C'est pas mal,1,0,0,0,dataset_apia2022,1
Première expérience challenge réussi .Facile à utiliser,1,0,0,1,dataset_apia2022,1
Je n'arrive pas a trouvé la bonne balance pour la synchronisé avec l'application,0,1,0,0,dataset_apia2022,1
L'application fonctionnait très bien avec mon ancien téléphone Galaxy S3 mais impossible de la connecter à mon nouveau téléphone Xiaomi redmi 9C grrrrr,0,1,0,1,dataset_apia2022,1
"Une utilisation quotidienne permettant un suivi régulier de mon activité physique, cette application correspond à ce que j'espérais.",0,0,0,1,dataset_apia2022,1
Impossible de lancer l'application. Band 3 pro inutilisable !,0,1,0,0,dataset_apia2022,1
"Réglages impossible pour retirer le décompte de pas du portable lorsque l'on veux que celui de la montre connectée, résultat des chiffres faux car ça cumul les deux. Très déçu !!",1,1,0,0,dataset_apia2022,1
Tres bonne aide,1,0,0,0,dataset_apia2022,1
Tb,1,0,0,0,dataset_apia2022,1
"Excellent application avec la Huawei Watch GT2, facile a prendre en main et les rapports hebdos et mensuels sont très riches.",1,0,0,1,dataset_apia2022,1
"Excellente appli, sauf la partie cycle menstruel ne fonctionne pas. Comment je dois faire.",1,1,0,0,dataset_apia2022,1
"Reste bloqué sur page de chargement, mais décompte les pas...",0,1,0,0,dataset_apia2022,1
"Impossible de connecter la montre Huawei watch fit B88. L'application refuse de mettre à jour la liste des montres connectées ! Du coup, impossible d'apairer la montre ! Si quelqu'un pouvait m'aider avant que je la ramène où je l'ai achetée...",1,1,0,0,dataset_apia2022,1
Application parfaite dommage que la langue du coach soit en anglais sinon super merci,1,0,1,0,dataset_apia2022,1
je vous le conseille trop bien,1,0,0,0,dataset_apia2022,1
Extra comme appli!,1,0,0,0,dataset_apia2022,1
J'adore cette application elle compte mes pas... Je vous la conseille sans hesiter,1,0,0,1,dataset_apia2022,1
"Ok pour les exercices rando, mais incomplet pour les périodes de sommeil suffisant pour mon utilisation",0,0,1,1,dataset_apia2022,1
Bug : impossible de mettre à jour la liste des montres dans le but de connecter ma Honor Magic watch. L'application m'indique un problème de connexion. Cette fonction fonctionne parfaitement sur l'appli iOS. (Test sur Asus ZenFone 5z). Fonctionne après maj via Appgalery. Dommage que cela ne soit pas plus intuitif.,0,1,0,1,dataset_apia2022,1
"Très bonne application que j utilise beaucoup lors de mes marches ou dans mes footing. Largement suffisante pour des données basiques ( temps, distance, parcours, allure ... )",1,0,0,1,dataset_apia2022,1
Même souci que Fa Style depuis la dernière mise à jour. Application inutilisable.,0,1,0,0,dataset_apia2022,1
Peut mieux faire en proposant le spo2 et la mesure du stress,0,0,1,0,dataset_apia2022,1
Toujours planté. Toujours déconnecté. Bof et re-Bof,0,1,0,0,dataset_apia2022,1
Application simple et pratique,1,0,0,0,dataset_apia2022,1
Coool,1,0,0,0,dataset_apia2022,1
ma montre huawei gt ne supporte pas la langue française,0,0,1,0,dataset_apia2022,1
cool,1,0,0,0,dataset_apia2022,1
Très utile,1,0,0,0,dataset_apia2022,1
L' ancienne version. En km était mieux les pas m'intéresse pas pourquoi faire simple quand on peut faire compliqué....,0,0,1,0,dataset_apia2022,1
"Gros bug , l'application se ferme au bout de 10 secondes , je ne peux pas l'utiliser",0,1,0,0,dataset_apia2022,1
Est ce qu'on peut associer une montre honor/Huawei avec un téléphone samsung ??,0,0,1,0,dataset_apia2022,1
"Bonjour je n'arrive pas à associer ma montre Huawei gt2 avec mon portable car il m'est impossible de trouver l'application, que j'ai pourtant téléchargé, dans les paramètres de mon portable ! Pouvez-vous m'aider ?",0,1,0,0,dataset_apia2022,1
Belle,1,0,0,0,dataset_apia2022,1
"Depuis la dernière MAJ, plusieurs paramètres ne fonctionnent pas",0,1,0,0,dataset_apia2022,1
Il est où le nombre de km mensuel ??? Merci de mettre à jour parce que là c'est inutilisable...,0,0,1,0,dataset_apia2022,1
Trop de temps pour vider la montre,0,0,0,1,dataset_apia2022,1
"Depuis la dernière minute à jour, cela fonctionne très mal. Impossible de voir ses données, obliger de désinstaller donc pertes de toutes les données accumulées. Très déçue.",1,1,0,0,dataset_apia2022,1
An,1,0,0,0,dataset_apia2022,1
Une des meilleures appli d'origine du tel mais depuis maj impossible de l'ouvrir 😡 + perdu toutes les données 😫😒 DÉÇU ! À quand la bonne maj ?,1,1,0,0,dataset_apia2022,1
Bug d'affichage en mode nuit sur Samsung A8 2018. A corriger SVP Merci,0,1,0,0,dataset_apia2022,1
Impossible d'utiliser cette application ?,0,1,0,0,dataset_apia2022,1
Très bon,1,0,0,0,dataset_apia2022,1
"L'app est plutôt bien faite, look & feel vraiment bien. Le vrai pb c'est qu'il n'est possible d'exporter les activités ni GPX, ni transfert Strava.... c'est un vrai manque pour l'utilisation des montres connectées !",1,0,1,0,dataset_apia2022,1
"Très bien sur la fiabilité GPS et toutes les indications nécessaires à un sportif amateur. Néanmoins, à quand la compatibilité avec Strava ?",0,0,1,1,dataset_apia2022,1
Je l'ai toujours utilisé mais aujourd'hui surprise impossible de se connecter demande de procéder a une mise a jour qui n'est pas disponible.,0,1,0,0,dataset_apia2022,1
Parfait pour connaître l'effort fourni !!,1,0,0,0,dataset_apia2022,1
L'application ne montre plus le parcours effectué avril 2021 😟Au 17septembre toujours les mêmes problèmes.Parcours ne s'affiche pas où à moitié,0,1,0,0,dataset_apia2022,1
"Bonjour, impossible de connecter la watch gt 3 . . Application déjà à jour pourtant.",0,1,0,0,dataset_apia2022,1
j'aime,1,0,0,0,dataset_apia2022,1
l'onglet pour installer des applis sur ma montre ne s'affiche pas donc je ne peux pas avoir d'applications,0,1,0,0,dataset_apia2022,1
💯,1,0,0,0,dataset_apia2022,1
"Une mise a jour et hop 7 mois de perdu ! J'ai eu ma montre le 3 janvier 2021 et à ce jour, je n'ai que Août 2021 de sauvegarder ! Merci de remettre mes archives !",0,1,0,0,dataset_apia2022,1
Impossible de l installer,0,1,0,0,dataset_apia2022,1
Plus possible de changer les cadrans de mon bracelet connecté Honor band 5 😔,0,1,0,0,dataset_apia2022,1
Pourquoi les Cadrans ne marchent plus ?,0,1,0,0,dataset_apia2022,1
"Marche pas avec pokemon go..,",0,1,0,0,dataset_apia2022,1
I don't think the GPS is accurate,0,1,0,0,dataset_apia2022,1
"Pas de synthèse des activités. Trop peu de pratiques proposées ( vélo elliptique, tapis de marche). Peut mieux faire !",0,0,1,0,dataset_apia2022,1
Très bonne application pour le suivi des activités journalière,1,0,0,0,dataset_apia2022,1
Trop bien et en plus la montre elle se charge vite (sa a rien à voir avec l'appli mais c'est pas grv) 😂,1,0,0,1,dataset_apia2022,1
"La montre band 2 pro ne mesure toujours pas la distance ou le nombre de longueurs en natation !  C'est un gros manque sur cette montre, alors que des montres moins chères le proposent maintenant...",0,0,1,0,dataset_apia2022,1
Il faudrait que l'application fonctionne en arrière plan même lorsqu'elle est fermé. En gros utiliser le système comme transfert des données pour évité l'application elle même fonctionner et prendre de la batterie. Juste mettre la notification des pas tout le temps dans les notifications rapide même lorsque l'application est fermé.,0,0,1,0,dataset_apia2022,1
Best application,1,0,0,0,dataset_apia2022,1
